customerID,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_bin,Customer_Status_Predicted
0806-VHVEG,Male,0,No,Yes,No,No phone service,Fiber optic,No,Yes,Yes,No,No internet service,No,Two year,No,Electronic check,93.64,6994.42,0,25-36,0
0807-VHVEG,Female,1,No,No,No,No,No,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,113.44,5986.2,0,61-72,0
0808-VHVEG,Male,0,Yes,No,No,Yes,DSL,Yes,No,No internet service,Yes,No internet service,No,One year,Yes,Electronic check,112.56,1748.24,1,25-36,1
0809-VHVEG,Female,1,No,Yes,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.08,1649.57,1,49-60,1
0810-VHVEG,Female,1,Yes,Yes,Yes,Yes,DSL,No,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Credit card (automatic),31.32,975.72,1,0-12,0
0811-VHVEG,Male,0,Yes,No,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,118.48,5976.69,0,25-36,1
0812-VHVEG,Male,1,Yes,No,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,103.89,6902.92,1,37-48,0
0813-VHVEG,Male,1,Yes,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,32.47,2458.91,1,25-36,0
0814-VHVEG,Female,0,No,Yes,No,No phone service,No,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),112.08,286.41,0,13-24,1
0815-VHVEG,Female,0,No,No,Yes,No,Fiber optic,No,No internet service,No,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),106.99,831.33,0,37-48,1
0816-VHVEG,Male,1,Yes,Yes,No,No phone service,Fiber optic,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),71.88,8713.95,0,25-36,0
0817-VHVEG,Female,0,No,Yes,Yes,No,No,No,No,No,No internet service,Yes,No internet service,One year,No,Mailed check,79.13,2729.46,0,25-36,1
0818-VHVEG,Male,1,Yes,No,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,No,Two year,No,Credit card (automatic),59.9,6946.09,1,37-48,1
0819-VHVEG,Female,1,Yes,No,No,Yes,DSL,Yes,No internet service,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),25.48,5659.51,1,37-48,0
0820-VHVEG,Female,0,Yes,No,No,No phone service,DSL,No,No internet service,No,No internet service,No,No,One year,Yes,Credit card (automatic),53.52,3499.26,1,61-72,0
0821-VHVEG,Female,1,No,No,Yes,No,No,No internet service,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,100.29,1930.62,0,61-72,1
0822-VHVEG,Male,1,Yes,No,No,Yes,No,Yes,No,No internet service,No internet service,No internet service,No,One year,No,Bank transfer (automatic),20.46,1180.34,0,0-12,0
0823-VHVEG,Female,1,Yes,Yes,Yes,No,No,No internet service,Yes,No internet service,No,No,No internet service,Two year,Yes,Bank transfer (automatic),53.35,5573.62,0,49-60,1
0824-VHVEG,Female,1,No,No,Yes,No,No,No internet service,No,No,No internet service,No,Yes,One year,Yes,Credit card (automatic),59.82,6994.24,0,25-36,0
0825-VHVEG,Female,1,Yes,Yes,No,No,No,No,No,No internet service,No internet service,Yes,No internet service,Two year,No,Electronic check,73.74,5830.75,1,25-36,0
0826-VHVEG,Male,0,Yes,Yes,Yes,Yes,No,Yes,No internet service,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),111.99,4819.69,1,49-60,0
0827-VHVEG,Male,1,No,Yes,No,Yes,No,No,Yes,No internet service,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),54.63,473.37,1,0-12,0
0828-VHVEG,Female,0,No,No,Yes,No phone service,No,Yes,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,54.7,8719.55,0,61-72,0
0829-VHVEG,Female,1,Yes,Yes,No,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),93.75,7208.56,1,0-12,0
0830-VHVEG,Female,1,No,Yes,No,No phone service,DSL,Yes,No internet service,No,Yes,No internet service,No,Two year,No,Mailed check,65.22,2706.12,1,25-36,0
0831-VHVEG,Female,0,Yes,Yes,No,No,No,Yes,No,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,42.46,8821.74,1,25-36,0
0832-VHVEG,Male,0,No,No,Yes,No,No,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.24,5456.75,1,49-60,0
0833-VHVEG,Female,1,No,Yes,No,No,DSL,No,No internet service,No,Yes,No internet service,No internet service,One year,No,Credit card (automatic),34.09,5283.56,1,25-36,0
0834-VHVEG,Male,1,No,No,Yes,No,DSL,No internet service,No,Yes,No,Yes,No internet service,One year,Yes,Electronic check,37.64,6757.85,0,0-12,1
0835-VHVEG,Female,1,Yes,No,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No,Two year,Yes,Mailed check,69.84,7324.75,1,49-60,1
0836-VHVEG,Male,1,No,Yes,Yes,No,DSL,Yes,No internet service,No,No internet service,No,Yes,Two year,Yes,Mailed check,61.89,5942.66,0,61-72,1
0837-VHVEG,Female,0,Yes,Yes,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,One year,Yes,Mailed check,111.48,1240.05,0,37-48,0
0838-VHVEG,Male,1,Yes,No,No,No phone service,No,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,56.24,3110.58,0,37-48,0
0839-VHVEG,Male,0,No,Yes,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No internet service,No,Two year,No,Mailed check,78.06,8359.94,1,61-72,1
0840-VHVEG,Female,1,Yes,No,Yes,Yes,DSL,No,No internet service,No internet service,No,No,No internet service,Two year,No,Mailed check,83.23,2099.08,1,25-36,1
0841-VHVEG,Male,0,Yes,No,Yes,Yes,DSL,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),21.31,3412.29,0,0-12,1
0842-VHVEG,Female,1,No,Yes,No,No phone service,DSL,No,No,No internet service,No,Yes,Yes,Two year,No,Electronic check,86.35,3945.48,1,37-48,1
0843-VHVEG,Female,1,No,Yes,No,Yes,No,Yes,Yes,No,No internet service,No,Yes,One year,Yes,Electronic check,37.8,4010.7,1,37-48,1
0844-VHVEG,Female,0,Yes,Yes,No,Yes,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),116.11,5555.16,0,0-12,0
0845-VHVEG,Female,1,Yes,Yes,Yes,No,DSL,No internet service,No internet service,Yes,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),34.87,8493.37,1,49-60,1
0846-VHVEG,Female,1,Yes,Yes,No,No phone service,No,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),61.46,2242.17,0,13-24,0
0847-VHVEG,Male,0,Yes,Yes,No,No phone service,No,Yes,No,No,Yes,Yes,No internet service,Two year,No,Electronic check,28.53,1181.36,0,13-24,0
0848-VHVEG,Male,0,No,No,No,Yes,DSL,No,Yes,Yes,No internet service,No,No,Two year,No,Credit card (automatic),119.69,1857.49,0,49-60,0
0849-VHVEG,Female,0,No,Yes,Yes,No,DSL,No internet service,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),70.22,7993.63,0,37-48,1
0850-VHVEG,Female,0,Yes,No,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,One year,Yes,Mailed check,79.54,5847.72,0,49-60,0
0851-VHVEG,Female,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No,Two year,No,Mailed check,26.71,2644.57,0,13-24,0
0852-VHVEG,Male,0,No,No,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,95,7361.93,1,25-36,1
0853-VHVEG,Male,0,Yes,No,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,Yes,Yes,Two year,No,Electronic check,40.99,7766.19,0,0-12,0
0854-VHVEG,Female,1,Yes,Yes,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,Yes,One year,No,Mailed check,109.81,7633.98,1,0-12,0
0855-VHVEG,Female,1,Yes,Yes,No,No phone service,Fiber optic,No,No,No,No,No internet service,Yes,Two year,Yes,Electronic check,40.51,8278.45,1,25-36,0
0856-VHVEG,Female,1,Yes,Yes,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.07,2344.95,0,13-24,0
0857-VHVEG,Female,1,No,No,Yes,No phone service,DSL,No,No,No internet service,No internet service,No internet service,Yes,Two year,Yes,Electronic check,23.65,6819.87,1,13-24,0
0858-VHVEG,Male,0,Yes,Yes,No,No,No,Yes,No internet service,No internet service,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),67.21,4198.8,1,61-72,0
0859-VHVEG,Male,1,No,No,No,Yes,DSL,No internet service,No,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),76.48,7593.79,1,61-72,0
0860-VHVEG,Female,1,Yes,No,No,Yes,DSL,Yes,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,26.57,6583.57,0,37-48,0
0861-VHVEG,Female,1,Yes,No,No,Yes,No,Yes,No,Yes,No internet service,No internet service,No,One year,No,Credit card (automatic),97.55,7010.38,0,61-72,0
0862-VHVEG,Male,1,Yes,Yes,No,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,One year,No,Electronic check,65.33,5939.84,1,37-48,0
0863-VHVEG,Female,0,No,No,No,Yes,No,Yes,No,No,No internet service,No internet service,Yes,Two year,Yes,Electronic check,72.44,1679.12,0,37-48,0
0864-VHVEG,Female,1,Yes,Yes,No,Yes,No,Yes,Yes,No internet service,Yes,Yes,Yes,One year,No,Electronic check,64.08,4950.74,1,37-48,0
0865-VHVEG,Male,0,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,60.08,8863.56,0,13-24,0
0866-VHVEG,Female,0,Yes,Yes,No,No,Fiber optic,No,No,No,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),75.96,8442.75,1,25-36,0
0867-VHVEG,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,No,Month-to-month,No,Credit card (automatic),35.52,484.25,1,61-72,0
0868-VHVEG,Male,0,No,Yes,No,Yes,No,No internet service,No,No,Yes,No,No internet service,One year,No,Mailed check,38.19,1566.85,1,25-36,0
0869-VHVEG,Male,0,No,No,No,No,DSL,Yes,No internet service,Yes,Yes,Yes,Yes,Two year,No,Mailed check,106.18,1272.39,0,25-36,0
0870-VHVEG,Female,0,No,Yes,Yes,No,DSL,Yes,No,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),114.61,6561.22,0,13-24,1
0871-VHVEG,Female,1,No,No,No,No,Fiber optic,No internet service,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),57.33,7378.29,0,13-24,0
0872-VHVEG,Female,1,No,Yes,No,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),47.07,2000.25,1,13-24,0
0873-VHVEG,Male,0,No,No,No,Yes,No,No internet service,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),84.4,4602.09,1,61-72,0
0874-VHVEG,Male,1,No,No,No,No phone service,No,Yes,No internet service,No internet service,Yes,Yes,No,Two year,No,Electronic check,60.87,7582.26,0,61-72,0
0875-VHVEG,Female,0,Yes,No,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),22.54,6621.93,1,49-60,0
0876-VHVEG,Female,1,No,No,Yes,No,DSL,Yes,No internet service,Yes,Yes,No,No,One year,No,Mailed check,35.62,4925.91,1,13-24,1
0877-VHVEG,Male,1,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,91.6,5354.09,1,13-24,0
0878-VHVEG,Female,0,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,85.89,4624.41,1,0-12,1
0879-VHVEG,Male,0,No,No,No,Yes,No,No,No internet service,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),22.71,2748.18,0,61-72,0
0880-VHVEG,Male,0,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),42.2,5128.7,0,37-48,0
0881-VHVEG,Male,0,Yes,Yes,Yes,No phone service,DSL,No internet service,No,No,No,No,No,Two year,Yes,Mailed check,43.11,6231.08,1,25-36,1
0882-VHVEG,Male,1,Yes,No,No,No phone service,Fiber optic,Yes,No internet service,No,No,No internet service,No,One year,Yes,Mailed check,87.19,7872.57,1,61-72,0
0883-VHVEG,Male,1,Yes,No,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.97,5762.99,0,37-48,1
0884-VHVEG,Female,1,No,Yes,No,No phone service,No,No,Yes,No,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),30.41,6873.98,1,49-60,0
0885-VHVEG,Female,0,No,Yes,Yes,No,DSL,Yes,No,No,No internet service,No internet service,Yes,One year,Yes,Mailed check,99.99,1524.64,1,13-24,1
0886-VHVEG,Female,0,Yes,No,No,Yes,Fiber optic,No,No internet service,No internet service,No,No,No,Two year,Yes,Credit card (automatic),37.85,4207.86,0,49-60,0
0887-VHVEG,Male,1,No,Yes,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,85.27,183.05,0,61-72,0
0888-VHVEG,Male,0,No,No,No,No phone service,DSL,No internet service,No internet service,No,Yes,Yes,No internet service,One year,Yes,Electronic check,43.82,2295.44,0,13-24,0
0889-VHVEG,Male,1,No,No,Yes,No,No,No internet service,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,29.94,6565.51,0,25-36,0
0890-VHVEG,Female,0,No,No,No,Yes,Fiber optic,No internet service,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),44.32,8927.11,1,13-24,0
0891-VHVEG,Female,0,No,No,No,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),92.23,982.69,1,61-72,0
0892-VHVEG,Male,0,Yes,No,No,No phone service,No,Yes,No internet service,No,No internet service,No internet service,Yes,One year,Yes,Mailed check,105.57,3673.3,0,61-72,0
0893-VHVEG,Male,1,No,Yes,Yes,No,DSL,No,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,103.02,7220.63,0,13-24,1
0894-VHVEG,Female,1,Yes,No,Yes,No phone service,No,No internet service,Yes,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,59.72,1915.92,0,37-48,1
0895-VHVEG,Male,0,No,Yes,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No,Yes,Two year,Yes,Electronic check,86.81,5040.26,0,49-60,1
0896-VHVEG,Male,1,No,Yes,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,40.5,6624.33,1,37-48,0
0897-VHVEG,Male,0,Yes,No,No,Yes,DSL,No,Yes,Yes,No internet service,No internet service,No,One year,Yes,Electronic check,49.31,5582.27,1,37-48,0
0898-VHVEG,Male,1,No,No,No,No,Fiber optic,Yes,No internet service,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),109.63,1773.42,1,0-12,0
0899-VHVEG,Female,1,Yes,No,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,21.3,3262.92,0,0-12,0
0900-VHVEG,Female,0,No,No,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,Yes,Two year,No,Mailed check,28.55,7075.75,1,13-24,0
0901-VHVEG,Female,0,No,Yes,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No internet service,Two year,No,Electronic check,40.79,5032.62,1,25-36,0
0902-VHVEG,Male,1,Yes,Yes,No,No,DSL,No,No internet service,No internet service,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),22.65,146.54,0,37-48,0
0903-VHVEG,Female,1,No,Yes,No,Yes,No,No,No,No internet service,Yes,No,No,Two year,No,Credit card (automatic),38.14,6872.82,1,25-36,0
0904-VHVEG,Female,0,No,Yes,No,Yes,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),78.3,414.27,0,61-72,0
0905-VHVEG,Male,0,Yes,Yes,No,No,DSL,Yes,No,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),62.14,6737.03,1,61-72,0
0906-VHVEG,Female,1,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,109.27,1902.08,0,37-48,1
0907-VHVEG,Female,0,No,Yes,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,No,Two year,No,Electronic check,101.74,8626.85,0,37-48,0
0908-VHVEG,Female,1,No,Yes,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No,No internet service,Yes,One year,No,Credit card (automatic),54.18,3374.67,1,49-60,1
0909-VHVEG,Male,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,No internet service,Two year,No,Credit card (automatic),45.94,3009.69,0,37-48,1
0910-VHVEG,Female,1,Yes,Yes,No,Yes,No,Yes,No,No internet service,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),57.97,1425.1,0,61-72,0
0911-VHVEG,Male,1,No,Yes,Yes,No,No,No,Yes,No,Yes,No internet service,Yes,One year,No,Electronic check,79.03,2819.88,0,13-24,1
0912-VHVEG,Female,1,No,Yes,No,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Mailed check,46.81,7902.19,1,13-24,0
0913-VHVEG,Male,0,No,Yes,No,No phone service,DSL,No,No,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),82.41,8967.38,1,0-12,1
0914-VHVEG,Female,0,No,No,No,Yes,DSL,No internet service,No internet service,Yes,No internet service,No,No internet service,Two year,Yes,Electronic check,60.94,3377.95,1,0-12,0
0915-VHVEG,Female,1,Yes,Yes,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,75.2,4092.63,1,61-72,1
0916-VHVEG,Male,0,No,No,Yes,Yes,No,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),63.61,6526.43,1,37-48,1
0917-VHVEG,Female,0,No,No,No,Yes,No,No,No internet service,No internet service,No,No internet service,Yes,One year,No,Bank transfer (automatic),49.45,7987.14,1,0-12,0
0918-VHVEG,Female,1,Yes,No,No,No,DSL,No,No internet service,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),114.85,5378.09,1,49-60,0
0919-VHVEG,Female,0,Yes,No,No,No phone service,DSL,No,No internet service,No internet service,Yes,No internet service,Yes,One year,No,Credit card (automatic),96.36,3584.58,1,0-12,0
0920-VHVEG,Female,1,Yes,Yes,No,No phone service,No,No,Yes,No internet service,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),34.01,3772.33,0,25-36,0
0921-VHVEG,Female,1,Yes,No,Yes,No,DSL,No,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,106.85,6291,0,0-12,1
0922-VHVEG,Female,0,Yes,Yes,No,Yes,DSL,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,68.74,128.64,1,13-24,0
0923-VHVEG,Female,1,Yes,No,Yes,No phone service,No,No internet service,No internet service,No,Yes,No internet service,Yes,One year,No,Electronic check,109.46,5614.35,1,61-72,0
0924-VHVEG,Female,0,No,Yes,No,No,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No,Two year,No,Bank transfer (automatic),99.99,3263.89,1,37-48,0
0925-VHVEG,Female,0,Yes,No,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),62.52,7168.36,1,13-24,1
0926-VHVEG,Male,0,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),22.25,927.62,0,37-48,0
0927-VHVEG,Male,1,Yes,No,No,No,DSL,No,No internet service,Yes,No,No internet service,No,One year,Yes,Mailed check,46.87,5335,0,49-60,0
0928-VHVEG,Female,1,Yes,Yes,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No internet service,No,One year,No,Electronic check,74.16,4380.66,0,25-36,0
0929-VHVEG,Female,0,No,No,No,No phone service,No,No internet service,No internet service,Yes,No,Yes,No,Two year,No,Electronic check,83.35,5816.7,0,25-36,0
0930-VHVEG,Male,1,No,No,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,45.79,677.2,0,37-48,1
0931-VHVEG,Male,1,No,Yes,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,33.94,5261.86,0,61-72,1
0932-VHVEG,Female,1,Yes,No,Yes,No,DSL,No,No internet service,No internet service,No,Yes,Yes,One year,Yes,Mailed check,103.49,5097.21,0,0-12,0
0933-VHVEG,Male,0,Yes,Yes,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No,Yes,Month-to-month,No,Electronic check,118.44,5089.87,0,13-24,0
0934-VHVEG,Male,0,No,Yes,Yes,No phone service,No,No internet service,No internet service,Yes,No internet service,No,No internet service,One year,Yes,Electronic check,72.57,5471.04,0,0-12,1
0935-VHVEG,Female,0,No,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,37.17,6120.56,1,13-24,1
0936-VHVEG,Female,1,No,No,No,No phone service,DSL,No internet service,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),47.23,7264.4,0,25-36,0
0937-VHVEG,Female,1,No,Yes,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,Yes,Yes,One year,No,Mailed check,21.84,2501.4,0,13-24,1
0938-VHVEG,Female,0,No,Yes,Yes,No,No,Yes,No,Yes,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),111.43,7442.94,0,61-72,1
0939-VHVEG,Female,1,No,Yes,No,No phone service,DSL,Yes,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,31.78,4534.48,0,0-12,1
0940-VHVEG,Male,0,Yes,No,Yes,Yes,DSL,No internet service,No,No internet service,No,Yes,No internet service,Two year,Yes,Mailed check,77.65,785.82,0,37-48,1
0941-VHVEG,Female,0,No,Yes,No,No,Fiber optic,No,Yes,No,No,No internet service,No,One year,No,Credit card (automatic),47.41,621.1,1,37-48,0
0942-VHVEG,Male,1,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No,No internet service,No internet service,No,Two year,No,Electronic check,75.42,3074.72,1,49-60,1
0943-VHVEG,Female,1,Yes,Yes,Yes,Yes,No,No internet service,No,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),85.14,7085.58,1,0-12,0
0944-VHVEG,Female,1,Yes,No,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,One year,Yes,Electronic check,102.97,6398.36,0,49-60,1
0945-VHVEG,Male,1,Yes,Yes,No,No phone service,DSL,Yes,Yes,Yes,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),40.64,7118.67,1,25-36,0
0946-VHVEG,Male,0,Yes,Yes,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,No,Electronic check,21.1,4703.69,0,0-12,0
0947-VHVEG,Female,1,No,No,No,Yes,No,No internet service,No,No internet service,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),33.69,4017.77,0,0-12,0
0948-VHVEG,Male,0,No,No,No,No phone service,Fiber optic,Yes,Yes,No,No internet service,Yes,No,One year,No,Bank transfer (automatic),110,1412.33,1,49-60,0
0949-VHVEG,Female,1,No,Yes,No,No phone service,No,No,Yes,No,No internet service,No,Yes,Two year,No,Mailed check,107.39,3020.92,1,25-36,1
0950-VHVEG,Female,1,No,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,79.74,3962.77,1,61-72,0
0951-VHVEG,Female,0,Yes,Yes,Yes,No,No,No internet service,No,No,Yes,No internet service,Yes,Two year,Yes,Mailed check,80.05,888.54,1,61-72,0
0952-VHVEG,Female,1,No,Yes,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,86.5,2063.45,1,37-48,1
0953-VHVEG,Female,1,No,No,No,No,DSL,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,37.54,5424.21,0,37-48,0
0954-VHVEG,Female,1,No,Yes,Yes,No,DSL,No,No,No,Yes,No internet service,No,Month-to-month,No,Electronic check,111.44,6647.4,0,13-24,1
0955-VHVEG,Male,1,No,Yes,No,No phone service,DSL,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,61.88,8985.29,0,37-48,0
0956-VHVEG,Female,0,Yes,No,No,No phone service,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,58.31,8404.71,1,37-48,0
0957-VHVEG,Male,0,No,Yes,No,Yes,No,No,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),71.89,5818.83,1,61-72,0
0958-VHVEG,Female,1,Yes,No,Yes,Yes,No,No internet service,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),24.7,3849.11,0,61-72,0
0959-VHVEG,Male,1,Yes,Yes,No,No,DSL,No,No internet service,No,No internet service,No,Yes,Month-to-month,No,Electronic check,36.63,5761.98,1,37-48,0
0960-VHVEG,Female,1,No,No,Yes,No,No,Yes,No,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,93.8,7092.3,0,25-36,0
0961-VHVEG,Female,0,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,No,No internet service,Yes,One year,No,Credit card (automatic),28.28,1153.19,0,49-60,0
0962-VHVEG,Female,0,No,Yes,Yes,No phone service,DSL,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,No,Credit card (automatic),80.32,3748.15,0,61-72,1
0963-VHVEG,Female,0,No,Yes,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,44.53,7574.24,1,37-48,0
0964-VHVEG,Female,0,No,No,No,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,Two year,No,Mailed check,58.93,3516.11,1,61-72,0
0965-VHVEG,Male,1,Yes,No,No,No,No,No internet service,No internet service,Yes,No internet service,No,No internet service,Two year,Yes,Mailed check,48.87,5189.66,0,13-24,0
0966-VHVEG,Male,1,No,No,No,No,DSL,No,Yes,No,Yes,No,No internet service,One year,No,Mailed check,55.57,5331.15,1,25-36,0
0967-VHVEG,Male,1,No,Yes,No,Yes,DSL,No,Yes,Yes,Yes,No internet service,No,Two year,No,Credit card (automatic),91.9,1741.84,0,13-24,0
